Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 02/15  16:00:00,56.5037562454,4.80385747816,1.96979696353,8.00145453109,18.7433767983,22.9618409725,81.5600832517,34.1442713204,18.025,29.3908119313
 02/15  17:00:00,59.9890803315,4.80259551053,1.12805094226,7.87845289666,18.7433767983,27.431320555,59.0980441666,35.2976520912,18.025,5.77539207537
 02/15  18:00:00,73.1281383231,4.76907111792,0.0807454959879,6.1416939301,17.6635504202,40.6971502883,50.8731462625,39.3075980124,0.0,11.5655482501
 02/15  19:00:00,82.2183984861,4.75494680849,0.157147316829,4.89586181677,27.5259009287,37.3340067412,63.5672766247,46.0976794483,0.0,17.4695971764
 02/15  20:00:00,83.7826833721,4.76227899877,0.367332859831,3.91792350428,33.8341110165,33.3544677425,60.8531256887,49.2539472002,0.0,11.5991784885
 02/15  21:00:00,91.2463928357,4.82824086841,1.04813944462,2.48070151563,36.5179666069,38.8247702939,62.6363452234,51.0374262242,0.0,11.5989189992
 02/15  22:00:00,85.6194185699,4.84866421084,1.21911393331,2.17650795667,32.965339924,36.8579353714,69.5239369661,52.025133993,0.0,17.4988029731
 02/15  23:00:00,62.8293387638,4.74590329884,0.221788908948,4.03431441408,25.6355707503,20.6438685092,69.1838771945,51.7656364534,0.0,17.4182407411
 02/15  24:00:00,46.7350069547,4.80026234843,0.0376341720728,7.62360819756,15.0252895274,11.7056064465,59.3268588145,53.5425768206,0.0,5.78428199389
 02/16  01:00:00,44.4291446357,4.85250647979,0.026878083185,10.3022131229,11.6412384099,10.0650221343,70.2785939854,58.7473891735,0.0,11.5312048119
 02/16  02:00:00,44.3615826933,4.88134677972,0.0196823360285,11.7739125812,10.0992000411,10.047477231,60.7241677843,60.7041677843,0.0,0.02
 02/16  03:00:00,43.6955984159,4.90500628739,0.0130004153483,12.9505079706,8.25718729233,10.0299323277,67.5221420727,61.7555697624,0.0,5.76657231026
 02/16  04:00:00,44.1959066442,4.91566117344,0.00843464198856,13.4447265933,8.25718729233,10.0299323277,67.0942476562,61.3279992719,0.0,5.76624838424
 02/16  05:00:00,45.3143835416,4.90872079646,0.00627978750211,12.9654833325,8.25718729233,11.6354268332,63.4341290581,57.658636715,0.0,5.77549234309
 02/16  06:00:00,52.1517745251,4.89449207458,0.00700822186174,12.2360820987,12.1011305571,15.3678112995,65.6899766405,54.1059113604,0.0,11.5840652801
 02/16  07:00:00,76.651901859,4.7897649073,0.0412634887746,7.27735828445,19.7275818095,37.2640762949,74.1143238127,50.7909548911,0.0,23.3233689216
 02/16  08:00:00,92.5780170888,4.78736354619,0.524221603819,4.11795947247,24.3117294858,51.2795993405,70.5822437609,47.1137563696,0.0,23.4684873912
 02/16  09:00:00,82.8950777837,4.8067687904,0.130579000753,7.96938312641,23.6694662846,40.6342015617,80.683124704,39.0830213075,0.0,41.6001033965
 02/16  10:00:00,74.489366971,4.81832130253,1.91588945426,8.42675835266,23.6694662846,35.6302164847,87.3289365451,37.6969387018,18.025,31.6069978433
 02/16  11:00:00,58.2074825644,4.8376177135,2.10919081818,9.5293851883,18.7433767983,22.9618409725,87.5348980004,36.1481736597,18.025,33.3617243406
 02/16  12:00:00,56.655153361,4.8024996816,2.19721328451,7.92679440649,18.7433767983,22.9618409725,80.1377144745,32.7152843937,18.025,29.3974300808
 02/16  13:00:00,55.3647134755,4.77790588902,2.07084227257,6.74387109112,18.5889407304,23.1597249699,71.2272293788,29.6850790761,18.025,23.5171503027
 02/16  14:00:00,55.2339653364,4.77262128084,2.06413462767,6.37861384455,18.7433767983,23.2517909448,75.6273013767,28.2131956358,18.025,29.389105741
 02/16  15:00:00,54.4191595866,4.75892391899,2.12525221338,5.51638610391,18.7433767983,23.2517909448,74.6326508455,27.213192731,18.025,29.3944581144
 02/16  16:00:00,54.0980173879,4.75499736181,2.10111672255,5.51325663899,18.7433767983,22.9618409725,77.2025269021,29.7845714224,18.025,29.3929554798
 02/16  17:00:00,57.4860164675,4.75030420745,1.26104294577,5.29468749294,18.7433767983,27.431320555,54.3935033509,30.5930286359,18.025,5.77547471506
 02/16  18:00:00,70.6914494569,4.73537642488,0.233931801417,3.58551195378,17.6635504202,40.6971502883,45.0248116738,33.4594975477,0.0,11.5653141261
 02/16  19:00:00,80.2165560842,4.75497068626,0.503780543245,2.54736247421,27.5259009287,37.3340067412,55.8588501997,38.3878238431,0.0,17.4710263566
 02/16  20:00:00,82.1288539752,4.79258117001,0.895025789749,1.70609832,33.8341110165,33.3544677425,50.5211708362,38.9210222046,0.0,11.6001486316
 02/16  21:00:00,90.5060795187,4.85976857128,1.40730502385,1.34969575683,36.5179666069,38.8247702939,56.2636522143,44.6664670657,0.0,11.5971851486
 02/16  22:00:00,85.1307233316,4.88769384057,1.57975330444,1.2881428479,32.965339924,36.8579353714,69.2634247436,45.9395276755,0.0,23.3238970681
 02/16  23:00:00,61.7473220143,4.75148812147,0.45345459357,2.71504832429,25.6355707503,20.6438685092,61.4470148464,49.8284000235,0.0,11.6186148229
 02/16  24:00:00,44.5832494798,4.75041542589,0.041630493792,5.51770041181,15.0252895274,11.7056064465,58.012539041,52.228140658,0.0,5.78439838306
 02/17  01:00:00,40.998328689,4.78414247047,0.0332360018483,6.93340319074,11.6412384099,10.0650221343,63.2707918667,51.7397127632,0.0,11.5310791035
 02/17  02:00:00,41.2588126796,4.82082913363,0.0250399930606,8.72630243842,10.0992000411,10.047477231,55.7156141261,55.178437727,0.0,0.537176399058
 02/17  03:00:00,40.5567248856,4.84530038111,0.0181859610115,9.86615513273,8.25718729233,10.0299323277,61.4125396135,56.1631293742,0.0,5.24941023935
 02/17  04:00:00,42.1494179957,4.87722078894,0.011904934954,11.4332083733,8.25718729233,10.0299323277,65.5019707223,59.7350091286,0.0,5.76696159368
 02/17  05:00:00,44.4542820728,4.89062879617,0.00748768217132,12.1222652471,8.25718729233,11.6354268332,66.0520680576,60.2775327172,0.0,5.77453534036
 02/17  06:00:00,51.415954062,4.87859470633,0.00798171689101,11.5151858756,12.1011305571,15.3678112995,68.6570858231,57.0729190009,0.0,11.5841668222
 02/17  07:00:00,76.7275551358,4.78911021351,0.0475782848796,7.34735093152,19.7275818095,37.2640762949,79.4347490198,56.1125751571,0.0,23.3221738626
 02/17  08:00:00,93.689963935,4.82022077981,0.66201144337,5.05926051263,24.3117294858,51.2795993405,78.9326212552,55.4645021108,0.0,23.4681191443
 02/17  09:00:00,84.6187478519,4.83321601337,0.0888312852416,9.70835393112,23.6694662846,40.6342015617,89.9017224257,48.3023198887,0.0,41.599402537
 02/17  10:00:00,75.3932836373,4.83245621544,1.72388187452,9.50854814988,23.6694662846,35.6302164847,97.7973827597,44.2811576907,18.025,35.491225069
 02/17  11:00:00,58.4581115336,4.84388963418,1.96407088727,9.91886184152,18.7433767983,22.9618409725,88.3178821958,40.8020063472,18.025,29.4908758486
 02/17  12:00:00,57.5963807264,4.82322674009,2.02051799037,9.02398963864,18.7433767983,22.9618409725,86.2769264527,38.8587142051,18.025,29.3932122476
 02/17  13:00:00,56.4604294915,4.80752984758,1.95827753799,7.92252726654,18.5889407304,23.1597249699,81.5351949511,35.0411973451,18.025,28.468997606
 02/17  14:00:00,55.7979731804,4.80197259295,2.13484969061,6.84255571882,18.7433767983,23.2517909448,74.4755299908,32.0127587513,18.025,24.4377712395
 02/17  15:00:00,55.3064028704,4.80139070176,2.24119032813,6.2452255777,18.7433767983,23.2517909448,78.2172793069,30.8032271783,18.025,29.3890521287
 02/17  16:00:00,54.4025377832,4.79129300237,2.28444882798,5.59814881341,18.7433767983,22.9618409725,78.5819706104,31.1664672398,18.025,29.3905033706
 02/17  17:00:00,57.5848546641,4.76658176391,1.38035675879,5.25793394099,18.7433767983,27.431320555,55.3853688929,31.5850339266,18.025,5.7753349663
 02/17  18:00:00,71.7740249508,4.7849413154,0.476069588819,4.3763841199,17.6635504202,40.6971502883,49.3274751298,37.7617623814,0.0,11.5657127485
 02/17  19:00:00,81.7893486742,4.80243800269,0.62013335786,3.95633396048,27.5259009287,37.3340067412,64.3220337068,46.8525090072,0.0,17.4695246996
 02/17  20:00:00,84.1152951325,4.82392470697,0.804660480793,3.75156016979,33.8341110165,33.3544677425,63.7182632625,52.1171827311,0.0,11.6010805315
 02/17  21:00:00,91.8744067849,4.88320195962,1.31714907478,2.78474802617,36.5179666069,38.8247702939,67.3703127627,55.772253421,0.0,11.5980593417
 02/17  22:00:00,86.3248968992,4.88953999008,1.37249129256,2.68773241035,32.965339924,36.8579353714,81.3748196126,58.0526586456,0.0,23.322160967
 02/17  23:00:00,64.3344325353,4.79350325879,0.393713872535,5.31988389418,25.6355707503,20.6438685092,73.7388897513,62.120434851,0.0,11.6184549004
 02/17  24:00:00,48.2806630606,4.82145161174,0.0312437002707,9.1544638174,15.0252895274,11.7056064465,75.7526045057,64.2036629006,0.0,11.5489416051
 02/18  01:00:00,46.2043699132,4.85659000616,0.0233885276448,10.8769473253,12.8411359301,10.0650221343,70.8110174189,65.0355790254,0.0,5.7754383935
 02/18  02:00:00,48.0557845707,4.89094675339,0.0168978731938,12.7018177362,12.8411359301,10.0650221343,73.9650636448,68.1981097539,0.0,5.76695389087
 02/18  03:00:00,45.313328342,4.92824663309,0.00820135646938,14.5497970065,8.25718729233,10.0299323277,69.8552727561,69.8352727561,0.0,0.02
 02/18  04:00:00,46.5353148915,4.95209970456,0.00227531585467,15.7538562869,8.25718729233,10.0299323277,76.7943231541,71.027429957,0.0,5.76689319716
 02/18  05:00:00,49.1154551563,4.97108167601,0.0,16.710472747,8.25718729233,11.6354268332,81.2641157134,72.0318337224,0.0,9.23228199098
 02/18  06:00:00,53.8413212423,4.98322609351,0.0,17.2656870759,8.71707943955,15.3327214929,78.8191192001,70.7352248563,0.0,8.08389434382
 02/18  07:00:00,72.0370142632,4.94087628674,0.00101648674084,15.4062887122,18.5082010057,25.6353820695,79.6164462929,68.0329723454,0.0,11.5834739475
 02/18  08:00:00,84.5496964931,4.86102034549,0.025802358677,11.6376783296,19.4083231844,41.0650158608,81.3840132312,63.8866508306,0.0,17.4973624006
 02/18  09:00:00,100.887214883,4.83280375379,0.526679961466,7.39295107851,26.3286599382,57.9988325916,99.5842752793,51.6726798659,0.0,47.9115954135
 02/18  10:00:00,84.9977330468,4.82238856895,1.60602015001,9.35754410753,26.3286599382,42.8504436482,109.185149277,49.5630266946,18.025,41.5971225821
 02/18  11:00:00,63.8870813315,4.87675765768,1.76858699914,12.0245942498,21.7447113004,23.4437158914,102.535301862,49.0171135167,18.025,35.4931883452
 02/18  12:00:00,60.711731939,4.86247282462,1.84681577333,11.2474515493,19.3027497915,23.426170988,94.1001662672,46.5879059677,18.025,29.4872602994
 02/18  13:00:00,61.0967384388,4.87424792679,1.70535914651,11.6203755848,19.1483137236,23.7250123474,93.6950683972,46.2783526547,18.025,29.3917157426
 02/18  14:00:00,59.1619741722,4.83485410475,1.7954930936,9.48932785929,19.3027497915,23.7161209604,89.1538642739,41.7365471656,18.025,29.3923171083
 02/18  15:00:00,57.9325315968,4.823022517,1.96536051,8.10185029574,19.3027497915,23.7161209604,80.4650837837,38.9274874386,18.025,23.512596345
 02/18  16:00:00,56.9687837601,4.81167812757,2.03361545817,7.37114106221,19.3027497915,23.426170988,85.9018464579,38.487647439,18.025,29.3891990189
 02/18  17:00:00,60.7558418059,4.80538967995,1.07691593576,7.66984923103,19.3027497915,27.8956505705,63.3309970309,39.5305753887,18.025,5.77542164216
 02/18  18:00:00,71.6329331899,4.79963604439,0.11653823533,7.12239186274,18.2229234133,37.5968344597,55.9412267998,44.3928852935,0.0,11.5483415062
 02/18  19:00:00,88.2151136047,4.80402885973,0.403128990213,5.69209947936,32.690315043,37.0816133363,59.8939643639,54.1011467419,0.0,5.79281762201
 02/18  20:00:00,87.6226036025,4.82337950655,0.718547293775,4.65274877589,36.8143715336,33.066984531,75.882290156,58.4941620026,0.0,17.3881281534
 02/18  21:00:00,92.123787898,4.87936154145,1.27724645036,3.29917298303,36.3493007332,38.7721355839,69.8501623638,58.2505064383,0.0,11.5996559255
 02/18  22:00:00,89.7984838358,4.87734208039,1.26731945456,3.10367986191,36.1807251679,36.8228455648,69.8835209203,58.2820199208,0.0,11.6015009995
 02/18  23:00:00,69.8951057612,4.78788965249,0.344931500593,5.5314481765,31.0351095914,20.6438685092,79.3188319135,61.8216610444,0.0,17.4971708691
 02/18  24:00:00,51.4772580442,4.83436052795,0.0294470437697,9.93750977377,17.4250845679,11.7056064465,76.7907058865,65.2066554203,0.0,11.5840504662
 02/19  01:00:00,47.2844069465,4.87247513627,0.0214606191242,11.8236038426,12.925468867,10.100111941,78.3132159093,66.7820846975,0.0,11.5311312118
 02/19  02:00:00,48.3545929477,4.89431308433,0.0161819207002,12.8785533736,12.925468867,10.100111941,66.9999947222,66.9799947222,0.0,0.02
 02/19  03:00:00,45.833750461,4.93536586173,0.00722437863149,14.944654052,8.34152022915,10.0650221343,75.6130710543,69.846118876,0.0,5.76695217834
 02/19  04:00:00,47.0641413932,4.95928428216,0.00152613497104,16.1568242674,8.34152022915,10.0650221343,77.0603935923,71.2935021209,0.0,5.76689147144
 02/19  05:00:00,48.9230835871,4.96595045559,0.0,16.4038101068,8.34152022915,11.6705166398,75.6006553333,69.8249434633,0.0,5.77571186999
 02/19  06:00:00,53.3224485595,4.97256987415,0.0,16.6380471037,8.80141237637,15.3678112995,78.9375424517,67.3886784419,0.0,11.5488640098
 02/19  07:00:00,72.364219752,4.94743398216,0.0,15.7279534726,18.5082010057,25.6353820695,79.4622568883,67.8792496116,0.0,11.5830072767
 02/19  08:00:00,85.2557467843,4.87184458619,0.0243989862039,12.2148841695,19.4926561212,41.1001056674,82.2434159748,64.7459389153,0.0,17.4974770595
 02/19  09:00:00,101.379892192,4.82569781722,0.385884372158,8.03353152398,26.3286599382,57.9988325916,101.210141706,53.2932026771,0.0,47.916939029
 02/19  10:00:00,84.8439185791,4.82564734385,1.69081293369,9.23509903742,26.2443270014,42.8153538416,109.102610764,49.4835923356,18.025,41.5940184282
 02/19  11:00:00,62.7812334273,4.85329903509,1.82775268304,10.8830398234,21.7447113004,23.4437158914,99.4328109473,46.7968360617,18.025,34.6109748856
 02/19  12:00:00,59.3924024065,4.8401716577,1.97119777479,9.76632958993,19.3449162599,23.4437158914,91.6427258474,43.2541744506,18.025,30.3635513968
 02/19  13:00:00,58.2197894842,4.83519474165,2.02194442805,8.40618333109,19.190480192,23.7425572507,87.6521696278,40.229336403,18.025,29.3978332248
 02/19  14:00:00,57.5306762762,4.83446460685,2.20012640323,7.5134980773,19.260583323,23.698576057,78.5246100331,36.9851391264,18.025,23.5144709066
 02/19  15:00:00,56.7932295257,4.83243234479,2.36483930964,6.61337071979,19.260583323,23.698576057,82.4593031313,35.0428343283,18.025,29.391468803
 02/19  16:00:00,55.7959426789,4.81571288927,2.37085465435,5.91673687162,19.260583323,23.4086260847,82.6482680575,35.2308600832,18.025,29.3924079744
 02/19  17:00:00,59.0187310672,4.78708289869,1.35520765363,5.73246551023,19.260583323,27.8781056672,59.1288482561,35.3286095198,18.025,5.77523873632
 02/19  18:00:00,67.7654881904,4.78469653708,0.378074275785,4.95206209159,18.1807569449,37.5792895564,50.7705983616,39.2231370648,0.0,11.5474612969
 02/19  19:00:00,86.6296145007,4.81832821992,0.733020932151,3.88183203273,32.6059821062,37.0465235296,53.5685205097,47.7755599021,0.0,5.79296060758
 02/19  20:00:00,86.4518096305,4.84703047617,1.01714028489,3.15970952264,36.8143715336,33.066984531,69.0890688707,51.6994358731,0.0,17.3896329976
 02/19  21:00:00,91.6245095736,4.89517569289,1.41109167646,2.530813209,36.43363367,38.8072253906,67.7892512589,56.1906799859,0.0,11.5985712729
 02/19  22:00:00,89.1133791536,4.89144260428,1.38895661632,2.40226059307,36.0963922311,36.7877557581,68.3719806827,56.7709098999,0.0,11.6010707828
 02/19  23:00:00,68.6078033369,4.80327410542,0.578652324009,4.11446400937,30.9507766546,20.6087787026,74.9018140725,57.4038671033,0.0,17.4979469692
 02/19  24:00:00,48.7614951229,4.7864210544,0.045865432715,7.25326771819,17.4250845679,11.7056064465,71.4058783038,59.8225236912,0.0,11.5833546127
 02/20  01:00:00,45.4652400031,4.83812405348,0.0236641989496,10.0365845688,12.925468867,10.100111941,70.2556790216,64.4800638254,0.0,5.77561519623
 02/20  02:00:00,47.1254533104,4.86990192249,0.0170522634655,11.6729545028,12.925468867,10.100111941,72.2902085964,66.5231998971,0.0,5.7670086993
 02/20  03:00:00,43.6267046245,4.89436253705,0.00978169879213,12.7760538234,8.34152022915,10.0650221343,71.2037432501,65.4367991734,0.0,5.76694407675
 02/20  04:00:00,45.1220001249,4.92296053628,0.00376069830397,14.2487720093,8.34152022915,10.0650221343,73.409165599,67.642292293,0.0,5.76687330592
 02/20  05:00:00,47.9423334774,4.94592196249,2.97780717112e-05,15.443059495,8.34152022915,11.6705166398,75.3582306998,69.5828799408,0.0,5.77535075905
 02/20  06:00:00,52.3752985574,4.95276428889,0.0,15.7107019735,8.80141237637,15.3678112995,78.9052341463,67.3569320512,0.0,11.548302095
 02/20  07:00:00,70.4974141196,4.91228621342,0.0025927371872,13.8937028496,18.5082010057,25.6353820695,75.9402144827,64.3576741602,0.0,11.5825403225
 02/20  08:00:00,84.1737103004,4.85119253987,0.0258432418029,11.152055442,19.4926561212,41.1001056674,80.920836544,63.4218812654,0.0,17.4989552786
 02/20  09:00:00,101.166557143,4.85115562669,0.633234140287,7.54738887334,26.3286599382,57.9988325916,101.408937212,53.4970348934,0.0,47.9119023186
 02/20  10:00:00,84.3201209885,4.81913751134,1.75225638893,8.65636642979,26.2443270014,42.8153538416,107.806151907,48.188071618,18.025,41.5930802895
 02/20  11:00:00,62.9719368164,4.85940731278,1.87264085033,11.0227481316,21.7447113004,23.4437158914,93.4705596746,45.8629545319,18.025,29.5826051427
 02/20  12:00:00,59.9143478618,4.84709187283,1.94521964129,10.3073330687,19.3449162599,23.4437158914,96.8568935803,43.4505720348,18.025,35.3813215455
 02/20  13:00:00,58.6630150807,4.83387848444,1.91975146505,8.95291822564,19.190480192,23.7425572507,88.6035289257,41.1832740888,18.025,29.3952548368
 02/20  14:00:00,57.6597322155,4.83144310653,2.12967829512,7.71602392469,19.260583323,23.698576057,78.4183562705,36.8809798085,18.025,23.512376462
 02/20  15:00:00,56.7296899531,4.82581990883,2.33712503713,6.58415722196,19.260583323,23.698576057,81.6735402279,34.2596275316,18.025,29.3889126962
 02/20  16:00:00,55.8063839333,4.80921311737,2.33697217123,5.96755994266,19.260583323,23.4086260847,81.9550214579,34.5401590587,18.025,29.3898623991
 02/20  17:00:00,59.5292742179,4.78907814318,1.24277956576,6.3534424326,19.260583323,27.8781056672,60.4944292462,36.6939962539,18.025,5.77543299222
 02/20  18:00:00,68.2331543511,4.78397464673,0.281674037737,5.51685184393,18.1807569449,37.5792895564,46.1219611532,40.3380309135,0.0,5.78393023974
 02/20  19:00:00,86.3734955693,4.81248668494,0.726632011406,3.63794313617,32.6059821062,37.0465235296,57.135310998,45.569070332,0.0,11.566240666
 02/20  20:00:00,85.8823174968,4.84839781785,1.12266900846,2.48332140901,36.8143715336,33.066984531,58.1615519857,46.561665866,0.0,11.5998861196
 02/20  21:00:00,90.7902220455,4.90189479694,1.60437755214,1.49651991507,36.43363367,38.8072253906,64.5150603824,47.1269181157,0.0,17.3881422668
 02/20  22:00:00,88.2884716629,4.90608853725,1.64332330911,1.30834095598,36.0963922311,36.7877557581,57.4767590845,45.876710877,0.0,11.6000482075
 02/20  23:00:00,66.8044859325,4.79776764456,0.8147142618,2.08059209953,30.9507766546,20.6087787026,63.117501992,45.6193200204,0.0,17.4981819716
 02/20  24:00:00,45.5048535589,4.73390598661,0.13981667059,3.9551897015,17.4250845679,11.7056064465,58.3127759526,46.728629469,0.0,11.5841464836
 02/21  01:00:00,39.1897894366,4.74678795294,0.0503724477325,5.1450825943,11.6412384099,10.0650221343,52.6798529597,46.9041646623,0.0,5.7756882974
 02/21  02:00:00,38.6156888048,4.76562366604,0.0294847990587,6.13393890807,10.0992000411,10.047477231,52.9130111269,47.1461659222,0.0,5.76684520475
 02/21  03:00:00,37.6142331514,4.7831812331,0.0230200988387,6.98094772692,8.25718729233,10.0299323277,53.430850396,47.6638988846,0.0,5.76695151144
 02/21  04:00:00,38.1401672616,4.79380726357,0.0184336205443,7.50084223841,8.25718729233,10.0299323277,53.8558503313,48.0894835557,0.0,5.7663667756
 02/21  05:00:00,40.0597097154,4.79996315409,0.0148660245031,7.81098121407,8.25718729233,11.6354268332,54.1390841547,48.3642395622,0.0,5.77484459245
 02/21  06:00:00,47.408003849,4.79536422187,0.0149312671496,7.58351590415,12.1011305571,15.3678112995,59.0158467533,47.4319391815,0.0,11.5839075717
 02/21  07:00:00,73.2316326611,4.76088308269,0.418858682297,3.50837582165,19.7275818095,37.2640762949,63.6075357612,46.1121165338,0.0,17.4954192275
 02/21  08:00:00,91.2152480538,4.87900049362,1.5285645932,1.65921024581,24.3117294858,51.2795993405,70.6289781144,41.2976282416,0.0,29.3313498728
 02/21  09:00:00,76.0429755127,4.71907003141,0.481851408672,2.73770716914,23.6694662846,40.6342015617,69.3150590455,29.2952870404,0.0,40.0197720051
 02/21  10:00:00,70.0332823911,4.72696666859,2.17092645696,3.80699230351,23.6694662846,35.6302164847,79.1389149612,29.9647804532,18.025,31.149134508
 02/21  11:00:00,55.147308102,4.77514788335,2.1996494404,6.44122170241,18.7433767983,22.9618409725,86.6883664408,33.2796252377,18.025,35.3837412031
 02/21  12:00:00,54.4839484388,4.75732514066,2.32561734182,5.67235952099,18.7433767983,22.9618409725,70.1575437249,28.611861927,18.025,23.5206817979
 02/21  13:00:00,54.0210016954,4.74930136189,2.19110649642,5.30850034049,18.5889407304,23.1597249699,74.0290034623,26.6122542909,18.025,29.3917491714
 02/21  14:00:00,54.6182359631,4.76149825537,2.10307758868,5.73506370635,18.7433767983,23.2517909448,75.3290204077,27.9103824841,18.025,29.3936379236
 02/21  15:00:00,54.40539062,4.75560746869,2.11996878311,5.51121714231,18.7433767983,23.2517909448,75.1313859623,27.7118095703,18.025,29.3945763919
 02/21  16:00:00,53.6732708085,4.7449341487,2.15027096463,5.04941862158,18.7433767983,22.9618409725,75.757556806,28.3370666189,18.025,29.3954901871
 02/21  17:00:00,56.9384884997,4.73764789249,1.33110191336,4.68975741884,18.7433767983,27.431320555,52.679208738,28.8788071407,18.025,5.77540159731
 02/21  18:00:00,67.6513793274,4.70073139219,0.13372038671,2.56429982698,17.6635504202,40.6971502883,39.5677011997,30.4605483209,0.0,9.1071528788
 02/21  19:00:00,79.0327098923,4.72908652063,0.47882999095,1.41435043442,27.5259009287,37.3340067412,54.4058571931,34.4601508381,0.0,19.945706355
 02/21  20:00:00,81.406873266,4.7766973588,0.912934131355,0.982093937428,33.8341110165,33.3544677425,46.4881464988,34.889385627,0.0,11.5987608719
 02/21  21:00:00,90.1582688237,4.88996630834,1.75999385152,0.618997755782,36.5179666069,38.8247702939,47.8736461332,36.2724637239,0.0,11.6011824093
 02/21  22:00:00,84.8341231629,4.93335079463,2.04730869613,0.478331735003,32.965339924,36.8579353714,54.0657388329,36.5680374017,0.0,17.4977014311
 02/21  23:00:00,60.2198119422,4.75066203656,0.690382402643,0.951434998203,25.6355707503,20.6438685092,54.9306654601,37.5116246595,0.0,17.4190408006
 02/21  24:00:00,40.7175019346,4.68047618171,0.0860699545179,1.6774537384,15.0252895274,11.7056064465,43.9555788692,38.1711683695,0.0,5.78441049969
 02/22  01:00:00,36.5597109146,4.6939767196,0.0493292480044,2.56885809909,11.6412384099,10.0650221343,44.4738194684,38.6980709071,0.0,5.77574856127
 02/22  02:00:00,36.0721656068,4.71579183479,0.0425027210504,3.6272299359,10.0992000411,10.047477231,45.9974817324,40.2305321624,0.0,5.76694957001
 02/22  03:00:00,34.8790186144,4.72939903472,0.0359870776446,4.28654866029,8.25718729233,10.0299323277,46.1924498148,40.4255648314,0.0,5.76688498343
 02/22  04:00:00,35.3803942968,4.7392014265,0.0308082498981,4.78330050357,8.25718729233,10.0299323277,46.935883479,41.1690694418,0.0,5.76681403719
 02/22  05:00:00,37.215717703,4.74363262949,0.0268758718135,5.01130973995,8.25718729233,11.6354268332,46.9139897311,41.138698187,0.0,5.77529154411
 02/22  06:00:00,44.4777496092,4.73682705416,0.0272416980519,4.69948852866,12.1011305571,15.3678112995,51.3059800629,39.721979847,0.0,11.5840002159
 02/22  07:00:00,71.1191161505,4.72407062489,0.465936600148,1.38559267798,19.7275818095,37.2640762949,61.717239338,38.3935020397,0.0,23.3237372983
 02/22  08:00:00,90.8982477456,4.91976875688,1.97511442231,0.85489280225,24.3117294858,51.2795993405,59.1979769737,35.7311694025,0.0,23.4668075712
 02/22  09:00:00,74.7827168743,4.68827393237,0.461496850965,1.52859916372,23.6694662846,40.6342015617,70.4994966712,28.8998235532,0.0,41.599673118
 02/22  10:00:00,68.2900742525,4.68774606517,2.27789860281,1.99603209449,23.6694662846,35.6302164847,75.8085433945,28.205822977,18.025,29.5777204175
 02/22  11:00:00,52.7499623004,4.72168314421,2.38873067942,3.90825962736,18.7433767983,22.9618409725,81.6598367221,28.2497922332,18.025,35.3850444889
 02/22  12:00:00,52.8493177966,4.71981369834,2.42557808007,3.97527990676,18.7433767983,22.9618409725,74.772583863,27.351136029,18.025,29.396447834
 02/22  13:00:00,52.6723919913,4.71502318733,2.28431113919,3.90096352521,18.5889407304,23.1597249699,67.7304981615,26.1852035384,18.025,23.5202946231
 02/22  14:00:00,52.8057292964,4.71425573791,2.22180810279,3.85106976608,18.7433767983,23.2517909448,72.402174413,24.9880654165,18.025,29.3891089966
 02/22  15:00:00,52.6395397775,4.71125481224,2.21136623927,3.6983218065,18.7433767983,23.2517909448,72.0882183557,24.6721612677,18.025,29.391057088
 02/22  16:00:00,52.165097157,4.70743620326,2.21325003927,3.51576367091,18.7433767983,22.9618409725,73.7940049357,26.377013369,18.025,29.3919915667
 02/22  17:00:00,55.462110632,4.70039714145,1.40578263911,3.17594923697,18.7433767983,27.431320555,50.3957356748,26.5952550798,18.025,5.775480595
 02/22  18:00:00,66.6426061722,4.68569764041,0.215655126686,1.48862452751,17.6635504202,40.6971502883,39.8795125602,28.3133933007,0.0,11.5661192595
 02/22  19:00:00,78.6522365483,4.71788322547,0.499037250473,1.02487383506,27.5259009287,37.3340067412,51.5974341197,34.1269882049,0.0,17.4704459148
 02/22  20:00:00,81.3020880319,4.76612214018,0.850781835257,0.950035670093,33.8341110165,33.3544677425,49.069478111,37.469721717,0.0,11.599756394
 02/22  21:00:00,90.2204863838,4.88928034224,1.72766266355,0.714232788981,36.5179666069,38.8247702939,52.3330379448,40.7335585372,0.0,11.5994794076
 02/22  22:00:00,84.9243685317,4.91506716893,1.85545743585,0.778710859572,32.965339924,36.8579353714,62.0322362998,44.53362677,0.0,17.4986095298
 02/22  23:00:00,60.3720517298,4.72984052062,0.493436283988,1.32144352225,25.6355707503,20.6438685092,63.1040986335,45.6860126022,0.0,17.4180860313
 02/22  24:00:00,42.2223812226,4.70608291503,0.0582465902021,3.18454890285,15.0252895274,11.7056064465,54.7912103407,49.0075375502,0.0,5.78367279043
 02/23  01:00:00,39.3337662833,4.75407299294,0.0426968353958,5.28944935427,11.6412384099,10.0650221343,62.7393923042,51.2080120416,0.0,11.5313802626
